Location,Leefbaarheidsindex
H15,6.824613308782785
H16,6.004613308782785
H17,7.952
H18,6.004613308782785
H19,5.864020541879556
H20,5.064020541879556
H21,5.164020541879556
H22,6.8945608452585
H23,6.9645608452585
H24,5.064020541879556
H25,8.253958821513397
H26,6.680300713480609
H27,8.649956478022059
H28,8.692
H29,7.5445608452585
H30,7.739827948083574
H31,6.504560845258499
H32,6.204613308782785
H33,7.267635024624589
H34,7.104560845258499
H35,8.267635024624589
H36,6.091283148994746
H37,6.9245608452585
H38,5.864020541879556
H39,6.93730020045002
H40,5.804613308782785
H41,7.5445608452585
H42,7.672884492964868
H43,7.769635024624589
H44,5.9446133087827855
H45,6.174613308782785
H46,6.224613308782786
H47,6.004613308782785
H48,6.504560845258499
H49,5.9446133087827855
H50,8.27963502462459
I1,7.0845608452585
I2,6.004613308782785
I3,8.16
I4,7.207635024624588
I5,5.264020541879556
I6,7.2323378093834965
I7,7.752
I8,7.279635024624589
I9,6.7445608452584995
I10,6.9445608452585
I11,5.554020541879556
I12,8.102
I13,6.604613308782786
I14,7.2628916259297345
I15,7.1245608452585
I16,7.4942584494160815
I17,6.9445608452585
I18,6.7445608452584995
I19,8.100000000000001
I20,6.6845608452585
I21,6.3245608452585005
I22,7.524560845258501
I23,7.782048058965216
I24,7.183194804784404
I25,6.7445608452584995
I26,8.083150271915509
I27,6.9045608452585
I28,6.204613308782785
I29,7.401341875386987
I30,7.540306644471746
I31,6.6945608452585
I32,5.614020541879556
I33,6.774613308782785
I34,7.629635024624589
I35,8.049999999999999
I36,6.504560845258499
I37,6.224613308782786
I38,8.31
I39,8.219635024624589
I40,5.064020541879556
I41,7.53240464850823
I42,7.3897960782924805
I43,7.267635024624589
I44,6.004613308782785
I45,7.224613308782786
I46,6.4745608452585
I47,8.09681480976341
I48,7.234820997736593
I49,8.289763839985197
I50,6.224613308782786
J1,7.903757049437301
J2,7.51
J3,5.864020541879556
J4,7.96
J5,6.804613308782786
J6,6.204613308782785
J7,7.444560845258501
J8,7.0045608452585
J9,6.5445608452585
J10,6.4046133087827855
J11,7.595247363373866
J12,7.482429771530932
J13,7.330697468457592
J14,6.204613308782785
J15,5.814020541879556
J16,7.967753006733378
J17,6.764613308782785
J18,6.7045608452584995
J19,6.604613308782785
J20,7.8196350246245885
J21,7.543853969205122
J22,7.1445608452585
J23,6.604613308782785
J24,7.644683972855937
J25,6.204613308782785
J26,6.9245608452585
J27,7.107635024624589
J28,6.024613308782786
J29,7.660131434968097
J30,5.064020541879556
J31,6.9245608452585
J32,6.8445608452585
J33,7.597555993011174
J34,7.5645608452585
J35,5.064020541879556
J36,7.844027811679105
J37,6.9245608452585
J38,7.524560845258501
J39,5.664020541879555
J40,6.214020541879556
J41,5.664020541879555
J42,7.709246134584701
J43,5.264020541879556
J44,7.718697468457592
J45,7.5445608452585
J46,7.849365322305217
J47,6.004613308782785
J48,6.9445608452585
J49,6.004613308782785
J50,8.16
K1,6.804613308782786
K2,8.014478832406091
K3,6.9645608452585
K4,6.754613308782785
K5,7.5600000000000005
K6,7.104560845258499
K7,8.050418767008356
K8,7.663843977672531
K9,7.392970354220125
K10,8.152
K11,6.204613308782785
K12,7.5445608452585
K13,7.54322866945701
K14,6.204613308782785
K15,6.8845608452585
K16,6.624613308782786
K17,7.189115737224104
K18,6.004613308782785
K19,5.214020541879556
K20,6.624613308782786
K21,7.611269925119707
K22,7.8100000000000005
K23,6.204613308782785
K24,7.0745608452585
K25,6.9245608452585
K26,7.1245608452585
K27,6.604613308782786
K28,6.004613308782785
K29,6.584560845258499
K30,5.064020541879556
K31,7.96
K32,6.224613308782786
K33,7.5445608452585
K34,6.204613308782785
K35,7.679635024624589
K36,6.7445608452584995
K37,7.3038622356427165
K38,7.675201457027497
K39,6.804613308782786
K40,6.094711364318565
K41,6.9045608452585
K42,6.504560845258499
K43,7.270373709147657
K44,7.639239690651972
K45,7.70259002452064
K46,8.51
K47,7.679635024624589
K48,5.064020541879556
K49,6.504560845258499
K50,6.024613308782786
L1,7.504560845258499
L2,6.804613308782786
L3,6.224613308782786
L4,7.5645608452585
L5,6.9045608452585
L6,6.004613308782785
L7,8.56
L8,5.064020541879556
L9,7.610093314861548
L10,6.9445608452585
L11,5.264020541879556
L12,6.204613308782785
L13,6.204613308782785
L14,8.109551978263324
L15,6.504560845258499
L16,8.43795043293473
L17,5.774613308782785
L18,6.9445608452585
L19,7.1245608452585
L20,6.224613308782786
L21,5.064020541879556
L22,6.204613308782785
L23,5.804613308782785
L24,7.607635024624589
L25,6.204613308782785
L26,5.264020541879556
L27,8.217635024624588
L28,6.9845608452585
L29,7.91
L30,6.004613308782785
L31,7.347794541278303
L32,7.718697468457592
L33,6.524560845258501
L34,5.864020541879556
L35,7.488770313890274
L36,7.76
L37,7.104560845258499
L38,7.521988558513087
L39,7.67985674877032
L40,6.2645608452585
L41,7.0745608452585
L42,6.774613308782785
L43,7.7373626470300145
L44,7.351999999999999
L45,7.0045608452585
L46,7.395734976787105
L47,6.8045608452585
L48,6.024613308782786
L49,6.891465932752208
L50,6.006433402553636
M1,6.960876400869775
M2,7.952
M3,7.1045608452585
M4,6.396613308782786
M5,5.804613308782785
M6,6.9045608452585
M7,7.998053608015585
M8,7.524560845258501
M9,6.4545608452585
M10,7.232115780462214
M11,8.552
M12,6.6645608452584995
M13,6.6745608452585
M14,7.7728536606254774
M15,6.5445608452585
M16,7.456820129240262
M17,6.224613308782786
M18,5.064020541879556
M19,6.584560845258499
M20,7.607635024624589
M21,6.5445608452585
M22,6.9245608452585
M23,5.014020541879556
M24,6.9045608452585
M25,7.4845608452585
M26,8.51
M27,7.442
M28,6.7245608452585
M29,6.6845608452585
M30,7.497062720508464
M31,5.264020541879556
M32,6.3245608452585005
M33,6.024613308782786
M34,8.221393364935478
M35,7.375979881833313
M36,8.152
M37,5.664020541879556
M38,6.459283980112258
M39,7.0045608452585
M40,6.604613308782785
M41,6.5445608452585
M42,7.1445608452585
M43,5.264020541879556
M44,5.264020541879556
M45,7.673003443420264
M46,6.224613308782786
M47,6.9045608452585
M48,7.7845608452585004
M49,7.1445608452585
M50,7.395335163697867
N1,5.614020541879556
N2,6.4945608452584995
N3,8.552
N4,7.3885791503940546
N5,6.6445608452585
N6,7.1576350246245894
N7,8.020069271966891
N8,5.664020541879556
N9,6.2445608452585
N10,8.248017474502193
N11,7.2045608452585
N12,7.417635024624588
N13,8.196568349154846
N14,6.4745608452585
N15,6.524560845258501
N16,8.16
N17,6.224613308782786
N18,5.804613308782785
N19,6.1546133087827855
N20,6.004613308782785
N21,7.4098495689550266
N22,5.264020541879556
N23,7.104560845258499
N24,6.804613308782786
N25,6.204613308782785
N26,6.9445608452585
N27,7.697547993520187
N28,6.730255261310421
N29,6.624613308782786
N30,6.9445608452585
N31,7.33497806413866
N32,7.6237444341156015
N33,7.447433241919866
N34,6.824613308782785
N35,6.804613308782786
N36,7.330697468457592
N37,6.940915072306387
N38,6.024613308782786
N39,6.3445608452585
N40,6.524560845258501
N41,6.819149192813371
N42,7.811305828755605
N43,6.804613308782786
N44,6.9445608452585
N45,7.4945608452584995
N46,6.4745608452585
N47,7.879635024624589
N48,6.9445608452585
N49,5.264020541879556
N50,7.605773258334368
O1,7.5445608452585
O2,6.4945608452584995
O3,7.96
O4,6.9445608452585
O5,6.624613308782786
O6,7.207952040156553
O7,5.064020541879556
O8,7.067635024624589
O9,7.552
O10,7.615969147669292
O11,6.3245608452585005
O12,7.392147737641354
O13,5.264020541879556
O14,7.1089740670658745
O15,8.152000000000001
O16,6.024613308782786
O17,7.479635024624589
O18,6.8845608452585
O19,8.267635024624589
O20,6.8945608452585
O21,7.254463647835198
O22,8.1
O23,6.9445608452585
O24,6.72225526131042
O25,8.27963502462459
O26,6.3445608452585
O27,6.8545608452585
O28,7.219635024624589
O29,6.072456585896986
O30,6.6345608452585
O31,8.16
O32,6.174613308782785
O33,6.604613308782786
O34,6.5445608452585
O35,6.024613308782786
O36,5.264020541879556
O37,6.604613308782785
O38,5.264020541879556
O39,7.330697468457592
O40,7.4545608452585
O41,6.4845608452585
O42,7.607635024624589
O43,6.554613308782786
O44,6.4545608452585
O45,5.264020541879556
O46,8.27963502462459
O47,6.024613308782786
O48,7.679635024624589
O49,8.27963502462459
O50,7.757635024624589
P1,5.664020541879556
P2,6.624613308782786
P3,7.52225526131042
P4,7.546174212323048
P5,6.4945608452584995
P6,6.6845608452585
P7,5.264020541879556
P8,6.9845608452585
P9,5.064020541879556
P10,8.217635024624588
P11,6.224613308782786
P12,7.178228216060028
P13,5.9446133087827855
P14,6.004613308782785
P15,6.604613308782786
P16,7.9
P17,5.464020541879556
P18,7.8196350246245885
P19,6.204613308782785
P20,5.264020541879556
P21,6.824613308782785
P22,6.8545608452585
P23,5.804613308782785
P24,5.664020541879556
P25,7.8196350246245885
P26,6.024613308782786
P27,7.7845608452585004
P28,7.83730020045002
P29,5.814020541879556
P30,6.604613308782786
P31,8.094410381748725
P32,6.9245608452585
P33,6.6845608452585
P34,5.014020541879556
P35,6.604613308782786
P36,6.024613308782786
P37,7.019635024624589
P38,5.814020541879556
P39,6.714560845258499
P40,7.930697468457591
P41,7.703572936746651
P42,6.624613308782786
P43,8.215724882956325
P44,6.6645608452584995
P45,7.217635024624588
P46,7.299542686579306
P47,6.6845608452585
P48,5.704613308782785
P49,6.204613308782785
P50,7.142939838415071
Q1,6.744613308782785
Q2,7.907597636696924
Q3,6.4945608452584995
Q4,8.330697468457592
Q5,7.5445608452585
Q6,6.8045608452585
Q7,6.828162898011552
Q8,6.9245608452585
Q9,6.9445608452585
Q10,7.0099912812779674
Q11,6.224613308782786
Q12,6.024613308782786
Q13,6.204613308782785
Q14,5.264020541879556
Q15,6.024613308782786
Q16,7.504560845258499
Q17,7.679635024624589
Q18,7.6793332773526135
Q19,6.7445608452584995
Q20,6.1546133087827855
Q21,7.1045608452585
Q22,7.83730020045002
Q23,7.478203404018263
Q24,7.3846979667564
Q25,5.824613308782785
Q26,7.667635024624589
Q27,6.204613308782785
Q28,6.224613308782786
Q29,6.024613308782786
Q30,5.974613308782785
Q31,7.0045608452585
Q32,7.237655215765214
Q33,6.9445608452585
Q34,5.264020541879556
Q35,5.264020541879556
Q36,6.174613308782785
Q37,6.224613308782786
Q38,6.0845608452585
Q39,5.864020541879556
Q40,5.664020541879556
Q41,7.328771027364518
Q42,7.637282173903081
Q43,6.9045608452585
Q44,7.7345608452585
Q45,6.73841612072294
Q46,7.1445608452585
Q47,6.024613308782786
Q48,8.492
Q49,7.0724815774107075
Q50,7.52225526131042
R1,5.664020541879556
R2,7.604560845258501
R3,7.4745608452585
R4,7.76
R5,7.524560845258501
R6,6.004613308782785
R7,6.224613308782786
R8,7.267635024624589
R9,7.604560845258501
R10,6.9445608452585
R11,6.4545608452585
R12,5.974613308782785
R13,7.0045608452585
R14,7.534497338650194
R15,7.5414887089727385
R16,7.1645608452584995
R17,6.8045608452585
R18,5.864020541879556
R19,5.214020541879556
R20,7.694900467870535
R21,5.064020541879556
R22,6.2645608452585
R23,6.9445608452585
R24,7.6733212575128
R25,6.214020541879556
R26,7.322255261310421
R27,6.004613308782785
R28,6.624613308782786
R29,7.655825063867416
R30,6.504613308782785
R31,7.1445608452585
R32,6.9045608452585
R33,6.499644875704452
R34,8.219635024624589
R35,7.465552686522403
R36,6.9245608452585
R37,6.224613308782786
R38,7.5445608452585
R39,6.9445608452585
R40,6.72225526131042
R41,7.344560845258499
R42,7.918697468457593
R43,7.952
R44,6.930255261310421
R45,6.204613308782785
R46,8.56
R47,7.552
R48,5.9046133087827855
R49,8.283125750490065
R50,5.824613308782785
S1,6.604613308782786
S2,7.1445608452585
S3,5.264020541879556
S4,6.121832296802035
S5,6.9445608452585
S6,6.2845608452585004
S7,6.004613308782785
S8,6.354613308782786
S9,6.9445608452585
S10,7.386552766848592
S11,7.1445608452585
S12,7.9
S13,6.774613308782785
S14,6.9245608452585
S15,6.8745608452585
S16,6.9045608452585
S17,6.704613308782786
S18,6.004613308782785
S19,5.264020541879556
S20,6.9045608452585
S21,7.96
S22,6.930255261310421
S23,6.804613308782786
S24,7.649405684768923
S25,5.264020541879556
S26,7.1245608452585
S27,7.560500575362132
S28,6.024613308782786
S29,5.204020541879556
S30,8.102
S31,7.1045608452585
S32,6.428667715147285
S33,6.504560845258499
S34,7.9927369609664645
S35,8.05
S36,5.064020541879556
S37,8.232786701623128
S38,7.274560845258501
S39,6.174613308782785
S40,6.574613308782785
S41,7.867635024624589
S42,7.104560845258499
S43,6.224613308782786
S44,6.9445608452585
S45,6.824613308782785
S46,5.064020541879556
S47,8.029337991704505
S48,7.8420000000000005
S49,7.694784422654558
S50,7.004613308782786
T1,6.9445608452585
T2,7.5645608452585
T3,7.5838771524450594
T4,6.524560845258501
T5,7.206761921862379
T6,7.619365769290619
T7,6.9445608452585
T8,7.004560845258499
T9,7.91
T10,6.9045608452585
T11,7.552
T12,6.9445608452585
T13,7.479635024624589
T14,6.504560845258499
T15,6.204613308782785
T16,6.7845608452585
T17,6.504560845258499
T18,8.028607946528544
T19,6.004613308782785
T20,7.2668242771029625
T21,7.5914338822579435
T22,6.9245608452585
T23,5.264020541879556
T24,8.012294778967076
T25,7.5600000000000005
T26,8.56
T27,7.020461194180493
T28,8.36
T29,7.5445608452585
T30,6.004613308782785
T31,6.2845608452585004
T32,6.5445608452585
T33,7.76
T34,7.13717097383282
T35,7.2445608452584995
T36,8.272205895484998
T37,7.215526294791165
T38,6.9045608452585
T39,6.530255261310421
T40,8.027702310173174
T41,5.064020541879556
T42,6.524560845258501
T43,7.412917326155899
T44,7.9
T45,7.168182892042243
T46,7.76885755864812
T47,6.9445608452585
T48,5.974613308782785
T49,7.375840536924737
T50,6.524560845258501
U1,5.5640205418795565
U2,6.384560845258499
U3,8.27963502462459
U4,7.675489653265998
U5,7.667635024624589
U6,7.504560845258499
U7,7.408801599551612
U8,6.5445608452585
U9,6.204613308782785
U10,8.213028451740284
U11,7.302777439487425
U12,7.730465056315905
U13,6.024613308782786
U14,6.9245608452585
U15,7.66
U16,6.9245608452585
U17,7.952
U18,6.3245608452585005
U19,7.752
U20,6.804613308782786
U21,6.6445608452585
U22,7.76
U23,6.9245608452585
U24,6.3245608452585005
U25,5.264020541879556
U26,7.429635024624589
U27,6.9045608452585
U28,7.9
U29,7.5
U30,6.8745608452585
U31,8.152000000000001
U32,5.064020541879556
U33,7.631829455893063
U34,6.524560845258501
U35,6.5445608452585
U36,6.6145608452585
U37,6.024613308782786
U38,6.564613308782786
U39,6.504560845258499
U40,7.952
U41,6.024613308782786
U42,5.214020541879556
U43,7.91
U44,7.5445608452585
U45,6.924560845258501
U46,7.504560845258499
U47,7.1045608452585
U48,6.2645608452585
U49,7.330697468457592
U50,7.604560845258501
V1,7.194775656211984
V2,8.629635024624589
V3,7.761217850912233
V4,7.5445608452585
V5,6.804613308782786
V6,5.414020541879556
V7,7.5645608452585
V8,4.8640205418795555
V9,7.352061537705845
V10,6.890547985919087
V11,6.924560845258501
V12,5.864020541879556
V13,7.615905585458087
V14,6.624613308782786
V15,7.607635024624589
V16,8.080697468457592
V17,7.104560845258499
V18,7.76
V19,7.318697468457592
V20,6.9668172889054585
V21,7.564775372448997
V22,6.624613308782786
V23,7.188409490615859
V24,6.174613308782785
V25,8.11
V26,6.504560845258499
V27,7.506698555311491
V28,6.2445608452585
V29,6.9445608452585
V30,6.7245608452585
V31,7.267635024624589
V32,6.224613308782786
V33,6.504560845258499
V34,6.9645608452585
V35,7.96
V36,6.224613308782786
V37,5.064020541879556
V38,5.214020541879556
V39,7.619635024624589
V40,6.004613308782785
V41,6.7045608452584995
V42,8.46763502462459
V43,7.730697468457592
V44,6.604613308782785
V45,6.174613308782785
V46,6.8445608452585
V47,5.014020541879556
V48,6.004613308782785
V49,7.6434639062745084
V50,6.664613308782785
W1,7.012752599718498
W2,6.9045608452585
W3,6.224613308782786
W4,8.025353120901324
W5,6.3445608452585
W6,6.6845608452585
W7,6.8645608452585
W8,6.981668269160075
W9,7.156056633846603
W10,7.424582089455626
W11,6.7445608452584995
W12,6.524560845258501
W13,7.330697468457592
W14,7.3245608452585
W15,6.9445608452585
W16,5.974613308782785
W17,7.719635024624589
W18,6.5445608452585
W19,8.552
W20,5.9446133087827855
W21,7.599092887890643
W22,5.264020541879556
W23,6.9045608452585
W24,6.72973941154146
W25,5.264020541879556
W26,7.291582970726761
W27,6.204613308782785
W28,6.2445608452585
W29,7.908549773197035
W30,7.0187524019899765
W31,7.4645608452585
W32,6.604613308782785
W33,7.383236102584403
W34,7.2945608452585
W35,7.5
W36,7.43730020045002
W37,6.1546133087827855
W38,5.864020541879556
W39,6.524560845258501
W40,7.872630888175859
W41,6.024613308782786
W42,7.92270896582855
W43,7.898922396540248
W44,7.695890564241771
W45,7.730697468457592
W46,7.557635024624589
W47,7.1245608452585
W48,7.104560845258499
W49,7.158352038348594
W50,7.1385821853655
X1,6.9245608452585
X2,7.96
X3,7.267635024624589
X4,8.237133497163976
X5,6.204613308782785
X6,5.954613308782785
X7,7.992
X8,7.524560845258501
X9,7.424297146499088
X10,7.279635024624589
X11,6.963711490075896
X12,7.1445608452585
X13,6.224613308782786
X14,6.9045608452585
X15,7.207635024624588
X16,6.024613308782786
X17,5.064020541879556
X18,7.652319943757625
X19,5.804613308782785
X20,6.1546133087827855
X21,6.7045608452584995
X22,7.752
X23,7.939796256108359
X24,8.074539831239564
X25,7.735734281674542
X26,7.667635024624589
X27,6.224613308782786
X28,7.67426488289842
X29,7.215164694408641
X30,7.467635024624589
X31,7.253524317800016
X32,7.564320037136641
X33,7.390659437625173
X34,5.974613308782785
X35,6.024613308782786
X36,7.267635024624589
X37,6.3445608452585
X38,7.219635024624589
X39,6.504560845258499
X40,6.9045608452585
X41,8.03634688914822
X42,6.9245608452585
X43,7.245250781867528
X44,6.9245608452585
X45,7.4945608452584995
X46,7.279635024624589
X47,7.667635024624589
X48,5.664020541879555
X49,6.8745608452585
X50,7.3302552613104215
Y1,7.1627395188213745
Y2,6.204613308782785
Y3,6.224613308782786
Y4,5.004020541879556
Y5,7.6786940076998125
Y6,7.4066608261377045
Y7,7.667635024624589
Y8,7.696502771225607
Y9,7.892
Y10,6.804613308782786
Y11,7.96
Y12,6.604613308782786
Y13,6.004613308782785
Y14,6.004613308782785
Y15,5.014020541879556
Y16,6.3245608452585005
Y17,6.624613308782786
Y18,7.91
Y19,6.948355405432471
Y20,6.9245608452585
Y21,7.148040004666822
Y22,6.7945608452585
Y23,6.6445608452585
Y24,7.952
Y25,7.207635024624588
Y26,5.064020541879556
Y27,6.7245608452585
Y28,7.879635024624589
Y29,7.3453537474317585
Y30,6.5645608452585
Y31,5.664020541879555
Y32,7.879635024624589
Y33,6.5245608452585
Y34,7.552
Y35,5.064020541879556
Y36,7.504560845258499
Y37,7.3302552613104215
Y38,5.974613308782785
Y39,7.52225526131042
Y40,8.96
Y41,5.064020541879556
Y42,5.014020541879556
Y43,6.9445608452585
Y44,8.193840284221801
Y45,6.2945608452585
Y46,7.84930020045002
Y47,6.9045608452585
Y48,6.804613308782786
Y49,6.354560845258501
Y50,6.514613308782785
